gene,gene_full,vulnerability_score
S100A7,S100A7 (6278),-0.012128774
KIRREL2,KIRREL2 (84063),-0.012130839
THSD7A,THSD7A (221981),-0.01213434
NIM1K,NIM1K (167359),-0.012134606
ARHGAP18,ARHGAP18 (93663),-0.012135656
TMEM62,TMEM62 (80021),-0.012137668
SASH1,SASH1 (23328),-0.012139484
IFIH1,IFIH1 (64135),-0.012142529
EFHC1,EFHC1 (114327),-0.01214339
DAPP1,DAPP1 (27071),-0.012144798
ELMO1,ELMO1 (9844),-0.012144884
GLRX,GLRX (2745),-0.012145114
SESN3,SESN3 (143686),-0.0121480925
NPEPL1,NPEPL1 (79716),-0.012149222
SPATA16,SPATA16 (83893),-0.012151527
CRB2,CRB2 (286204),-0.012151776
ADAM32,ADAM32 (203102),-0.012152237
FBXL16,FBXL16 (146330),-0.012154656
ZNF440,ZNF440 (126070),-0.012158314
SPATA9,SPATA9 (83890),-0.012159596
MCOLN1,MCOLN1 (57192),-0.012159895
CCNC,CCNC (892),-0.012164776
CTH,CTH (1491),-0.012168516
GSTCD,GSTCD (79807),-0.012168731
VSIG4,VSIG4 (11326),-0.012173753
C16orf74,C16orf74 (404550),-0.01217505
VPS8,VPS8 (23355),-0.012186642
RNF112,RNF112 (7732),-0.012186807
CDH11,CDH11 (1009),-0.012189664
TBC1D21,TBC1D21 (161514),-0.0121934945
KRTAP5-6,KRTAP5-6 (440023),-0.012195607
FN3K,FN3K (64122),-0.012196427
CBX2,CBX2 (84733),-0.012196812
PCDHA7,PCDHA7 (56141),-0.0121987
SLC38A9,SLC38A9 (153129),-0.012200504
MRGPRX2,MRGPRX2 (117194),-0.01220802
TTC28,TTC28 (23331),-0.012209344
REM2,REM2 (161253),-0.012214796
XPO4,XPO4 (64328),-0.01221611
PEX10,PEX10 (5192),-0.012216315
SLC52A2,SLC52A2 (79581),-0.012219045
KYAT1,KYAT1 (883),-0.01222134
KIAA1958,KIAA1958 (158405),-0.012228639
RHOU,RHOU (58480),-0.012239903
UBE2T,UBE2T (29089),-0.012251396
CHRDL1,CHRDL1 (91851),-0.012255875
GAN,GAN (8139),-0.012259777
RNF19B,RNF19B (127544),-0.012262448
ZNF280D,ZNF280D (54816),-0.012263304
SDR39U1,SDR39U1 (56948),-0.012264283
OMG,OMG (4974),-0.012268223
DENND1B,DENND1B (163486),-0.012270456
CDH23,CDH23 (64072),-0.012271355
TEK,TEK (7010),-0.012272226
DHRS12,DHRS12 (79758),-0.0122722825
ZBTB34,ZBTB34 (403341),-0.01227421
TUBB1,TUBB1 (81027),-0.012274531
PLA2G5,PLA2G5 (5322),-0.01227501
CHD3,CHD3 (1107),-0.012277258
ITGA8,ITGA8 (8516),-0.012281992
ESM1,ESM1 (11082),-0.012284581
PML,PML (5371),-0.012284692
NECAP2,NECAP2 (55707),-0.012284716
PMFBP1,PMFBP1 (83449),-0.012285553
DGAT1,DGAT1 (8694),-0.01228576
HSPA12A,HSPA12A (259217),-0.012290737
ACP1,ACP1 (52),-0.012301337
AGO2,AGO2 (27161),-0.0123015
NOTCH3,NOTCH3 (4854),-0.012302253
PABPC4,PABPC4 (8761),-0.012306653
ZNF606,ZNF606 (80095),-0.012307118
A2ML1,A2ML1 (144568),-0.012310189
ITGAD,ITGAD (3681),-0.012312255
C4orf36,C4orf36 (132989),-0.012313683
GLS2,GLS2 (27165),-0.012315469
SLC15A2,SLC15A2 (6565),-0.012320093
SLC27A3,SLC27A3 (11000),-0.012320467
FBXO38,FBXO38 (81545),-0.012320825
BTN2A2,BTN2A2 (10385),-0.012322329
DLX2,DLX2 (1746),-0.012329364
CEACAM6,CEACAM6 (4680),-0.012333389
TNFAIP8L3,TNFAIP8L3 (388121),-0.012333786
IFNK,IFNK (56832),-0.0123349205
ZNF610,ZNF610 (162963),-0.0123378765
ADAD1,ADAD1 (132612),-0.012342464
RDH11,RDH11 (51109),-0.0123432595
FAM3D,FAM3D (131177),-0.012344943
ABI3,ABI3 (51225),-0.0123463245
ZNF48,ZNF48 (197407),-0.0123473555
CPEB4,CPEB4 (80315),-0.012350912
MAGOHB,MAGOHB (55110),-0.012351694
MAOB,MAOB (4129),-0.012353471
FUT3,FUT3 (2525),-0.012354222
POMZP3,POMZP3 (22932),-0.012356751
IL5RA,IL5RA (3568),-0.01235898
KCNN3,KCNN3 (3782),-0.012370755
DAB2,DAB2 (1601),-0.012372789
SLCO1B3,SLCO1B3 (28234),-0.012393182
PRMT9,PRMT9 (90826),-0.012393462
PRDM11,PRDM11 (56981),-0.012396809
FBXO25,FBXO25 (26260),-0.01240055
F12,F12 (2161),-0.012408241
CHRNA4,CHRNA4 (1137),-0.012408638
IRF9,IRF9 (10379),-0.012409251
ADGRV1,ADGRV1 (84059),-0.01241079
RIMBP2,RIMBP2 (23504),-0.012412741
ANKRD34C,ANKRD34C (390616),-0.012413369
AWAT1,AWAT1 (158833),-0.012413983
ADCY4,ADCY4 (196883),-0.01241615
TTC16,TTC16 (158248),-0.012419117
TFAP2C,TFAP2C (7022),-0.012419589
ADCY7,ADCY7 (113),-0.012424809
CHRNA9,CHRNA9 (55584),-0.0124283265
HLA-DQA2,HLA-DQA2 (3118),-0.012430231
EFCC1,EFCC1 (79825),-0.012436141
WDR38,WDR38 (401551),-0.012441757
PSG9,PSG9 (5678),-0.012442219
HACD4,HACD4 (401494),-0.012446231
ZNF304,ZNF304 (57343),-0.012446737
HSD11B2,HSD11B2 (3291),-0.01244892
TPRN,TPRN (286262),-0.012452696
ABCC9,ABCC9 (10060),-0.012457554
TBC1D2,TBC1D2 (55357),-0.012457596
CPT1B,CPT1B (1375),-0.012458149
DDX53,DDX53 (168400),-0.012460895
ZNF480,ZNF480 (147657),-0.0124669075
SMCR8,SMCR8 (140775),-0.012469209
TDRD6,TDRD6 (221400),-0.012469411
RGS5,RGS5 (8490),-0.012476783
MLLT10,MLLT10 (8028),-0.012476856
PHLDA1,PHLDA1 (22822),-0.012480319
VSIG10L,VSIG10L (147645),-0.012481716
NPFFR1,NPFFR1 (64106),-0.012482495
STAT4,STAT4 (6775),-0.012485008
MYOZ3,MYOZ3 (91977),-0.0124892555
HRC,HRC (3270),-0.0124905985
ZPBP2,ZPBP2 (124626),-0.012491571
TRIM49B,TRIM49B (283116),-0.012496816
SLC39A3,SLC39A3 (29985),-0.012497695
MC4R,MC4R (4160),-0.012501001
NADK2,NADK2 (133686),-0.012502195
BPIFB1,BPIFB1 (92747),-0.012505597
ERGIC3,ERGIC3 (51614),-0.012507591
CLN3,CLN3 (1201),-0.012511568
SOBP,SOBP (55084),-0.012514791
HAAO,HAAO (23498),-0.012516504
ASNSD1,ASNSD1 (54529),-0.012521812
NLGN1,NLGN1 (22871),-0.012524084
MXD1,MXD1 (4084),-0.012525642
WDFY1,WDFY1 (57590),-0.012530952
NQO2,NQO2 (4835),-0.012531684
COL2A1,COL2A1 (1280),-0.012532386
CCDC125,CCDC125 (202243),-0.012536094
HOOK2,HOOK2 (29911),-0.012538753
WIPF2,WIPF2 (147179),-0.012542337
IL36A,IL36A (27179),-0.012542991
CNTN5,CNTN5 (53942),-0.012549484
RPL39L,RPL39L (116832),-0.012558239
FRMD5,FRMD5 (84978),-0.012562758
CRYM,CRYM (1428),-0.0125631215
SPG7,SPG7 (6687),-0.012563787
MEGF9,MEGF9 (1955),-0.0125699965
DNAH7,DNAH7 (56171),-0.012571513
NPTX2,NPTX2 (4885),-0.012573428
DNAJB5,DNAJB5 (25822),-0.0125758005
TMEM98,TMEM98 (26022),-0.012578699
BHLHE40,BHLHE40 (8553),-0.01257908
IGFBP4,IGFBP4 (3487),-0.012579866
RASSF6,RASSF6 (166824),-0.012582886
ZNF669,ZNF669 (79862),-0.012584181
PIP5KL1,PIP5KL1 (138429),-0.012586588
ACTRT2,ACTRT2 (140625),-0.012590945
PANX2,PANX2 (56666),-0.0125961015
OARD1,OARD1 (221443),-0.012596214
PPEF1,PPEF1 (5475),-0.012600357
CCDC85B,CCDC85B (11007),-0.012601418
HOMER1,HOMER1 (9456),-0.012608889
MTERF2,MTERF2 (80298),-0.012612668
RPS6KA6,RPS6KA6 (27330),-0.012613715
F3,F3 (2152),-0.012614223
NR1D1,NR1D1 (9572),-0.012616421
APC,APC (324),-0.012621309
IGSF1,IGSF1 (3547),-0.012621497
AHSG,AHSG (197),-0.012623013
PLSCR5,PLSCR5 (389158),-0.0126260985
ABI2,ABI2 (10152),-0.012626137
CLCN5,CLCN5 (1184),-0.012628311
COQ10A,COQ10A (93058),-0.012628461
DCUN1D1,DCUN1D1 (54165),-0.012629169
GYS2,GYS2 (2998),-0.012629416
ZNF420,ZNF420 (147923),-0.012630228
NREP,NREP (9315),-0.012633454
DRAM1,DRAM1 (55332),-0.012635941
UNKL,UNKL (64718),-0.012636943
CARMIL2,CARMIL2 (146206),-0.012637771
LMO4,LMO4 (8543),-0.012639869
LRPAP1,LRPAP1 (4043),-0.012643361
HNF1B,HNF1B (6928),-0.012645322
DENND6B,DENND6B (414918),-0.01265107
MTMR3,MTMR3 (8897),-0.012651288
CSN2,CSN2 (1447),-0.012657246
KLHL5,KLHL5 (51088),-0.012658858
CISD3,CISD3 (284106),-0.012659317
SLC2A14,SLC2A14 (144195),-0.012663641
NFKBIL1,NFKBIL1 (4795),-0.012676899
PARVB,PARVB (29780),-0.012684759
LEO1,LEO1 (123169),-0.0126880845
THBS2,THBS2 (7058),-0.012691887
ADH4,ADH4 (127),-0.012696044
CLDN17,CLDN17 (26285),-0.012696434
ZNF662,ZNF662 (389114),-0.01269842
PCDHGA9,PCDHGA9 (56107),-0.012698666
SENP7,SENP7 (57337),-0.012699188
SLC12A6,SLC12A6 (9990),-0.012701859
EIF3K,EIF3K (27335),-0.012701953
POU5F1B,POU5F1B (5462),-0.012703287
FUT4,FUT4 (2526),-0.012704628
CATSPERE,CATSPERE (257044),-0.0127061475
PROCR,PROCR (10544),-0.012707387
ZNF491,ZNF491 (126069),-0.0127134435
TMTC1,TMTC1 (83857),-0.012714731
DIRAS1,DIRAS1 (148252),-0.0127169285
NTPCR,NTPCR (84284),-0.012717271
RNF145,RNF145 (153830),-0.012717281
C3orf70,C3orf70 (285382),-0.012718684
PSD2,PSD2 (84249),-0.012720932
CDHR4,CDHR4 (389118),-0.0127225565
FAM149A,FAM149A (25854),-0.012725944
ZNF404,ZNF404 (342908),-0.012727593
HLX,HLX (3142),-0.012729089
ZACN,ZACN (353174),-0.012734738
SIRPB1,SIRPB1 (10326),-0.012738939
CASTOR2,CASTOR2 (729438),-0.012745944
ATOX1,ATOX1 (475),-0.012746948
GLYR1,GLYR1 (84656),-0.012747075
RBP4,RBP4 (5950),-0.0127478205
SAP30,SAP30 (8819),-0.0127516575
ZNF577,ZNF577 (84765),-0.012757369
CNOT10,CNOT10 (25904),-0.012758075
ZSWIM8,ZSWIM8 (23053),-0.012760197
TTLL9,TTLL9 (164395),-0.012761971
LRRC7,LRRC7 (57554),-0.012764476
MYOM1,MYOM1 (8736),-0.012764501
CSPG5,CSPG5 (10675),-0.012768826
FCGR3A,FCGR3A (2214),-0.012770486
ZG16B,ZG16B (124220),-0.012773233
CLU,CLU (1191),-0.012776354
GABARAPL2,GABARAPL2 (11345),-0.012781755
C3orf84,C3orf84 (646498),-0.012782915
SAA1,SAA1 (6288),-0.012794288
DMRTA1,DMRTA1 (63951),-0.012796007
LACC1,LACC1 (144811),-0.012796795
JAG1,JAG1 (182),-0.012801643
HOXC12,HOXC12 (3228),-0.012804139
ARHGAP20,ARHGAP20 (57569),-0.012806983
GBP2,GBP2 (2634),-0.012807227
CPSF4L,CPSF4L (642843),-0.012807231
ZZZ3,ZZZ3 (26009),-0.01280953
AUH,AUH (549),-0.012812124
TNFRSF10D,TNFRSF10D (8793),-0.012812161
PDZRN4,PDZRN4 (29951),-0.012819146
TMEM254,TMEM254 (80195),-0.01281942
CASP8,CASP8 (841),-0.01282161
PRRT1,PRRT1 (80863),-0.012822754
DHX32,DHX32 (55760),-0.012823607
TNFSF10,TNFSF10 (8743),-0.012828761
REEP3,REEP3 (221035),-0.012829486
SIGLEC9,SIGLEC9 (27180),-0.012836905
HAPLN4,HAPLN4 (404037),-0.0128371315
GALNT16,GALNT16 (57452),-0.012838479
SLC39A4,SLC39A4 (55630),-0.012844555
NPNT,NPNT (255743),-0.012847347
SLC17A2,SLC17A2 (10246),-0.012849978
ZNF91,ZNF91 (7644),-0.012850428
KLHL29,KLHL29 (114818),-0.012852408
TM9SF4,TM9SF4 (9777),-0.012852938
ARAP2,ARAP2 (116984),-0.012857519
UGT2A3,UGT2A3 (79799),-0.012865616
WNK4,WNK4 (65266),-0.012872486
DTX3,DTX3 (196403),-0.0128780585
CTAG2,CTAG2 (30848),-0.012878841
ZNF22,ZNF22 (7570),-0.012883801
TGFA,TGFA (7039),-0.012887058
CELSR3,CELSR3 (1951),-0.012888215
CLEC5A,CLEC5A (23601),-0.012891266
MMD,MMD (23531),-0.012891336
PPP1R16A,PPP1R16A (84988),-0.012891705
SPX,SPX (80763),-0.012892535
FASTKD1,FASTKD1 (79675),-0.012892831
RRM2B,RRM2B (50484),-0.012898519
ORMDL3,ORMDL3 (94103),-0.0128998775
DSG2,DSG2 (1829),-0.012902783
MRPL42,MRPL42 (28977),-0.012904494
CRYGN,CRYGN (155051),-0.012906359
LGI4,LGI4 (163175),-0.012906577
P2RX1,P2RX1 (5023),-0.012913615
TXNDC8,TXNDC8 (255220),-0.012914418
FUOM,FUOM (282969),-0.012926617
BAIAP2L1,BAIAP2L1 (55971),-0.012927446
SCO1,SCO1 (6341),-0.01292916
ST3GAL1,ST3GAL1 (6482),-0.012933264
ORAI3,ORAI3 (93129),-0.012938157
TNFRSF14,TNFRSF14 (8764),-0.012944123
TMEM185A,TMEM185A (84548),-0.012945447
GTSF1,GTSF1 (121355),-0.01295433
APBA3,APBA3 (9546),-0.012962576
GPR153,GPR153 (387509),-0.012964116
SFRP5,SFRP5 (6425),-0.012964487
GTPBP3,GTPBP3 (84705),-0.012966611
ACTL7B,ACTL7B (10880),-0.012972661
METTL9,METTL9 (51108),-0.012982424
INKA2,INKA2 (55924),-0.012982981
TMEM250,TMEM250 (90120),-0.012984232
BTN3A1,BTN3A1 (11119),-0.012986697
CMTR2,CMTR2 (55783),-0.012987555
KCNK13,KCNK13 (56659),-0.012987588
CCN5,CCN5 (8839),-0.012987942
IL9,IL9 (3578),-0.0129899215
ZFAND2A,ZFAND2A (90637),-0.012991193
NETO2,NETO2 (81831),-0.012991517
IQCA1,IQCA1 (79781),-0.012992453
ZNF680,ZNF680 (340252),-0.012993915
EAF1,EAF1 (85403),-0.013002117
IRAG2,IRAG2 (4033),-0.0130046215
NOTCH1,NOTCH1 (4851),-0.013005064
EEPD1,EEPD1 (80820),-0.013006814
PPP1R26,PPP1R26 (9858),-0.013006918
EVI5,EVI5 (7813),-0.013007961
AGTRAP,AGTRAP (57085),-0.0130081475
EGFL6,EGFL6 (25975),-0.013008734
TJP3,TJP3 (27134),-0.013019411
GGA3,GGA3 (23163),-0.01302047
MUC16,MUC16 (94025),-0.013021355
FAM43A,FAM43A (131583),-0.013024746
KCNJ1,KCNJ1 (3758),-0.013025302
C6orf132,C6orf132 (647024),-0.0130293295
TNF,TNF (7124),-0.013031305
ABHD14A,ABHD14A (25864),-0.013035185
B3GAT1,B3GAT1 (27087),-0.013036766
SPCS1,SPCS1 (28972),-0.013036826
PRRG1,PRRG1 (5638),-0.013038312
PREX2,PREX2 (80243),-0.013041028
BMF,BMF (90427),-0.013041035
MEIG1,MEIG1 (644890),-0.013045059
CD46,CD46 (4179),-0.013046366
NPTXR,NPTXR (23467),-0.013046741
DGCR2,DGCR2 (9993),-0.013055489
RNF135,RNF135 (84282),-0.013057178
DEF8,DEF8 (54849),-0.013057365
PCDHA1,PCDHA1 (56147),-0.013064327
UCKL1,UCKL1 (54963),-0.013067626
POMT2,POMT2 (29954),-0.013077278
DDX50,DDX50 (79009),-0.013080128
URAD,URAD (646625),-0.0130802365
SMARCA1,SMARCA1 (6594),-0.013086563
REPS1,REPS1 (85021),-0.013090735
SV2B,SV2B (9899),-0.013091698
ABCB11,ABCB11 (8647),-0.013093959
AMPD1,AMPD1 (270),-0.013097941
PSG8,PSG8 (440533),-0.013099598
HLA-DQB1,HLA-DQB1 (3119),-0.013100136
IGSF6,IGSF6 (10261),-0.0131017845
STK38L,STK38L (23012),-0.013103611
CLRN3,CLRN3 (119467),-0.013104621
RCAN3,RCAN3 (11123),-0.013108578
NCK1,NCK1 (4690),-0.013109688
ZNF891,ZNF891 (101060200),-0.013114755
ZNF563,ZNF563 (147837),-0.0131153185
TMEM270,TMEM270 (135886),-0.013119635
SOS2,SOS2 (6655),-0.013122471
LRRC42,LRRC42 (115353),-0.013125403
MYO9A,MYO9A (4649),-0.013125929
SEC14L1,SEC14L1 (6397),-0.013127944
CWH43,CWH43 (80157),-0.01312943
PNMA5,PNMA5 (114824),-0.013136863
ABTB3,ABTB3 (121551),-0.013141111
ZNF350,ZNF350 (59348),-0.013142626
IQGAP2,IQGAP2 (10788),-0.013144542
KCTD2,KCTD2 (23510),-0.013148627
ZMYM3,ZMYM3 (9203),-0.0131488135
KCTD8,KCTD8 (386617),-0.013149081
LVRN,LVRN (206338),-0.013151827
ZNG1A,ZNG1A (55871),-0.013155728
GPR141,GPR141 (353345),-0.013160461
CATSPER4,CATSPER4 (378807),-0.013162871
PDGFRA,PDGFRA (5156),-0.013163605
INHBB,INHBB (3625),-0.013163641
NR3C2,NR3C2 (4306),-0.013166944
KLRC1,KLRC1 (3821),-0.01316856
ZNF260,ZNF260 (339324),-0.013169219
PALS1,PALS1 (64398),-0.013177765
ERLIN1,ERLIN1 (10613),-0.013178152
LDLRAD3,LDLRAD3 (143458),-0.0131806005
MMP14,MMP14 (4323),-0.01318679
POLN,POLN (353497),-0.0131873535
ZNF230,ZNF230 (7773),-0.013187679
MAP7D2,MAP7D2 (256714),-0.013187743
TMEM145,TMEM145 (284339),-0.013190062
ARMCX3,ARMCX3 (51566),-0.013191151
BOD1L1,BOD1L1 (259282),-0.013192118
EBLN1,EBLN1 (340900),-0.013192723
CAV3,CAV3 (859),-0.013194062
DMGDH,DMGDH (29958),-0.013197417
SMIM11,SMIM11 (54065),-0.013198216
PRELID2,PRELID2 (153768),-0.0132002
PCDHGA12,PCDHGA12 (26025),-0.013202561
PRICKLE3,PRICKLE3 (4007),-0.013205705
CFTR,CFTR (1080),-0.013207413
PRXL2C,PRXL2C (195827),-0.01321166
TFEB,TFEB (7942),-0.01321325
GSE1,GSE1 (23199),-0.013215195
UGT1A7,UGT1A7 (54577),-0.013219595
MS4A2,MS4A2 (2206),-0.013221687
PIKFYVE,PIKFYVE (200576),-0.013224492
GLIPR2,GLIPR2 (152007),-0.013228142
CENPP,CENPP (401541),-0.013230199
CAVIN4,CAVIN4 (347273),-0.013230434
ITPRIPL2,ITPRIPL2 (162073),-0.013233721
CTAGE1,CTAGE1 (64693),-0.01323651
NIT1,NIT1 (4817),-0.01323707
POLQ,POLQ (10721),-0.013237761
HACE1,HACE1 (57531),-0.01324159
GPR65,GPR65 (8477),-0.013251143
CD109,CD109 (135228),-0.013252786
HNRNPH2,HNRNPH2 (3188),-0.013254026
CNTD1,CNTD1 (124817),-0.0132548055
QPRT,QPRT (23475),-0.013258048
HOXD3,HOXD3 (3232),-0.013260315
AGO3,AGO3 (192669),-0.013261283
PSKH2,PSKH2 (85481),-0.013261498
PLOD2,PLOD2 (5352),-0.013262089
TNFRSF18,TNFRSF18 (8784),-0.013265384
SQSTM1,SQSTM1 (8878),-0.013271676
ATXN7,ATXN7 (6314),-0.01327265
TNFAIP8L1,TNFAIP8L1 (126282),-0.013277182
C8G,C8G (733),-0.013277602
SLC1A7,SLC1A7 (6512),-0.013283838
C2orf72,C2orf72 (257407),-0.013284008
XAF1,XAF1 (54739),-0.013290021
PCGF3,PCGF3 (10336),-0.013293327
PLEKHG6,PLEKHG6 (55200),-0.013297731
ALDH1A1,ALDH1A1 (216),-0.013305039
SELENOM,SELENOM (140606),-0.01330583
ID2,ID2 (3398),-0.013308582
FOXR2,FOXR2 (139628),-0.013310071
EBF1,EBF1 (1879),-0.013314395
AACS,AACS (65985),-0.013315292
ZSCAN29,ZSCAN29 (146050),-0.0133166555
MAP7D3,MAP7D3 (79649),-0.013317856
RBM38,RBM38 (55544),-0.013322116
SLC35D1,SLC35D1 (23169),-0.013323751
NTF4,NTF4 (4909),-0.01332615
E2F2,E2F2 (1870),-0.013331904
PRSS38,PRSS38 (339501),-0.013332423
PVALB,PVALB (5816),-0.01333386
GSC2,GSC2 (2928),-0.013336364
HMBOX1,HMBOX1 (79618),-0.013336364
ITGAE,ITGAE (3682),-0.01333655
SSR4,SSR4 (6748),-0.013339791
FAM171A2,FAM171A2 (284069),-0.013342237
CSRP3,CSRP3 (8048),-0.013342777
MC2R,MC2R (4158),-0.013348097
NDUFA10,NDUFA10 (4705),-0.013350818
SIAE,SIAE (54414),-0.013352554
HPCAL1,HPCAL1 (3241),-0.013354848
KCTD12,KCTD12 (115207),-0.0133575555
TTLL1,TTLL1 (25809),-0.01336166
MIDN,MIDN (90007),-0.013362218
TCP10L,TCP10L (140290),-0.013362749
TBL2,TBL2 (26608),-0.013364271
CCL27,CCL27 (10850),-0.013370631
TMEM161B,TMEM161B (153396),-0.013370877
EOMES,EOMES (8320),-0.013373539
MYLK3,MYLK3 (91807),-0.01337392
FBXL6,FBXL6 (26233),-0.013375568
TMPRSS15,TMPRSS15 (5651),-0.013380018
TRAK2,TRAK2 (66008),-0.013380887
NR4A1,NR4A1 (3164),-0.013381188
KLHL30,KLHL30 (377007),-0.013382796
UBN1,UBN1 (29855),-0.013383714
KCNQ2,KCNQ2 (3785),-0.013384575
CNKSR2,CNKSR2 (22866),-0.013392617
PGAM2,PGAM2 (5224),-0.013397529
CP,CP (1356),-0.013399312
HACD2,HACD2 (201562),-0.013400623
ZNF17,ZNF17 (7565),-0.013401742
HM13,HM13 (81502),-0.013403879
NKX2-1,NKX2-1 (7080),-0.013410747
TRAM2,TRAM2 (9697),-0.013411798
CACNG6,CACNG6 (59285),-0.013417303
PCDHGA10,PCDHGA10 (56106),-0.013419634
RND3,RND3 (390),-0.013420082
ZNF780B,ZNF780B (163131),-0.013424375
ZNF41,ZNF41 (7592),-0.013426438
PAGE5,PAGE5 (90737),-0.013428347
FAM107B,FAM107B (83641),-0.013429714
KBTBD4,KBTBD4 (55709),-0.0134357605
RIPPLY2,RIPPLY2 (134701),-0.013438105
ANKRD46,ANKRD46 (157567),-0.013438636
TEX12,TEX12 (56158),-0.013441948
IL23R,IL23R (149233),-0.013449093
CYLC1,CYLC1 (1538),-0.013450091
ADGRG5,ADGRG5 (221188),-0.013451837
MCU,MCU (90550),-0.013454193
TMEM65,TMEM65 (157378),-0.013460767
KCNJ13,KCNJ13 (3769),-0.013461185
CDH18,CDH18 (1016),-0.0134633165
FAM174A,FAM174A (345757),-0.013465711
GNA11,GNA11 (2767),-0.013468077
ADGRL3,ADGRL3 (23284),-0.013470046
WASF2,WASF2 (10163),-0.013472266
MOBP,MOBP (4336),-0.013472715
TOGARAM1,TOGARAM1 (23116),-0.013476168
DUSP21,DUSP21 (63904),-0.01347929
TPCN2,TPCN2 (219931),-0.013484302
TNMD,TNMD (64102),-0.013484631
DMAC2L,DMAC2L (27109),-0.013485976
HTR3D,HTR3D (200909),-0.013493406
CST9,CST9 (128822),-0.013496292
LYSMD4,LYSMD4 (145748),-0.013502499
ZNF618,ZNF618 (114991),-0.0135039
HNF4G,HNF4G (3174),-0.013504151
GSTA4,GSTA4 (2941),-0.013504535
CDKN1C,CDKN1C (1028),-0.013504547
CCDC183,CCDC183 (84960),-0.013506673
NPL,NPL (80896),-0.013507764
TMEM35B,TMEM35B (100506144),-0.013508795
SNTG1,SNTG1 (54212),-0.013510398
NIN,NIN (51199),-0.013511171
SCN4A,SCN4A (6329),-0.013515059
PLEKHA1,PLEKHA1 (59338),-0.013515801
C12orf71,C12orf71 (728858),-0.013517173
FBXO28,FBXO28 (23219),-0.013517421
SLC44A1,SLC44A1 (23446),-0.013521687
TMEM106B,TMEM106B (54664),-0.013521943
MCCC2,MCCC2 (64087),-0.013522651
ADCY9,ADCY9 (115),-0.01352435
ZBTB44,ZBTB44 (29068),-0.013529379
ZNF282,ZNF282 (8427),-0.013530019
BTBD18,BTBD18 (643376),-0.013530703
MROH1,MROH1 (727957),-0.01353504
ATP5MK,ATP5MK (84833),-0.013539837
NPM2,NPM2 (10361),-0.013539872
GALM,GALM (130589),-0.013550944
GPSM3,GPSM3 (63940),-0.013551129
YY2,YY2 (404281),-0.013555246
NAPSA,NAPSA (9476),-0.013561187
SYTL3,SYTL3 (94120),-0.0135632865
PDE6D,PDE6D (5147),-0.013567518
ASPH,ASPH (444),-0.013570349
RUSF1,RUSF1 (64755),-0.01357147
HLA-DQA1,HLA-DQA1 (3117),-0.0135720875
ZMYM6,ZMYM6 (9204),-0.013583268
EHHADH,EHHADH (1962),-0.013584876
MOSPD3,MOSPD3 (64598),-0.013591161
ZNF395,ZNF395 (55893),-0.013594458
MMP11,MMP11 (4320),-0.013596379
CENPB,CENPB (1059),-0.013598094
IL13,IL13 (3596),-0.01360017
WNT10B,WNT10B (7480),-0.013600917
PROK1,PROK1 (84432),-0.013601552
RNF170,RNF170 (81790),-0.013602197
PAIP2B,PAIP2B (400961),-0.0136026675
PRDX5,PRDX5 (25824),-0.013606268
ZNF540,ZNF540 (163255),-0.013607801
CCDC34,CCDC34 (91057),-0.013607933
EMCN,EMCN (51705),-0.013608886
FZD8,FZD8 (8325),-0.01361244
UPK1B,UPK1B (7348),-0.013613013
GCH1,GCH1 (2643),-0.013614235
LILRA2,LILRA2 (11027),-0.013619565
KIF3C,KIF3C (3797),-0.013621053
RNASE2,RNASE2 (6036),-0.013635008
AP2A1,AP2A1 (160),-0.013639604
ARMC8,ARMC8 (25852),-0.013639833
NACC2,NACC2 (138151),-0.013642865
SOAT1,SOAT1 (6646),-0.013647937
TTC32,TTC32 (130502),-0.013652753
FOCAD,FOCAD (54914),-0.013652973
GRAMD1C,GRAMD1C (54762),-0.013653005
SNX5,SNX5 (27131),-0.013657601
NFIB,NFIB (4781),-0.013665675
ZFAT,ZFAT (57623),-0.013665968
PLA2G2E,PLA2G2E (30814),-0.013670864
LEF1,LEF1 (51176),-0.013670953
DOC2A,DOC2A (8448),-0.013671822
DGKD,DGKD (8527),-0.0136723835
GKAP1,GKAP1 (80318),-0.0136754615
CBL,CBL (867),-0.013676088
KL,KL (9365),-0.01367662
DSE,DSE (29940),-0.013676715
PDK1,PDK1 (5163),-0.0136805205
NME8,NME8 (51314),-0.013682314
HEPACAM,HEPACAM (220296),-0.013683755
LGR6,LGR6 (59352),-0.013687891
TASOR2,TASOR2 (54906),-0.013691873
ASF1A,ASF1A (25842),-0.013692041
TFPT,TFPT (29844),-0.013693391
CALU,CALU (813),-0.013698178
GPR176,GPR176 (11245),-0.013699003
B4GALT6,B4GALT6 (9331),-0.013699124
MYPN,MYPN (84665),-0.013700336
SLCO1A2,SLCO1A2 (6579),-0.013702192
STX1A,STX1A (6804),-0.013704049
C1QTNF6,C1QTNF6 (114904),-0.013704294
GGT5,GGT5 (2687),-0.013709717
TAPT1,TAPT1 (202018),-0.013710681
C7orf57,C7orf57 (136288),-0.013713346
GPATCH2,GPATCH2 (55105),-0.013713437
STX16,STX16 (8675),-0.013714246
PINK1,PINK1 (65018),-0.013715324
MINDY1,MINDY1 (55793),-0.013716269
EZR,EZR (7430),-0.013717486
SPAM1,SPAM1 (6677),-0.01371821
BEND2,BEND2 (139105),-0.013718915
CPA2,CPA2 (1358),-0.013719804
